1,a
1,b
1,c
1,d
2,a
2,c
2,b
2,d
3,a
3,b
3,c
3,e
3,f
3,b
3,c
3,d
4,a
4,b
4,c
4,e
4,f
4,c
4,b
4,d
5,a
5,c
5,b
5,e
5,f
5,b
5,c
5,d
6,a
6,c
6,b
6,e
6,f
6,c
6,b
6,d
7,a
7,b
7,c
7,e
7,f
7,b
7,c
7,e
7,f
7,b
7,c
7,d
8,a
8,b
8,c
8,e
8,f
8,b
8,c
8,e
8,f
8,c
8,b
8,d
9,a
9,b
9,c
9,e
9,f
9,c
9,b
9,e
9,f
9,b
9,c
9,d
10,a
10,b
10,c
10,e
10,f
10,c
10,b
10,e
10,f
10,c
10,b
10,d
11,a
11,c
11,b
11,e
11,f
11,b
11,c
11,e
11,f
11,b
11,c
11,d
12,a
12,c
12,b
12,e
12,f
12,b
12,c
12,e
12,f
12,c
12,b
12,d
13,a
13,c
13,b
13,e
13,f
13,c
13,b
13,e
13,f
13,b
13,c
13,d
14,a
14,c
14,b
14,e
14,f
14,c
14,b
14,e
14,f
14,c
14,b
14,d
