case_id;timestamp;activity;case:concept:name;concept:name;time:timestamp;@@index;@@case_index;cluster
declaration 113123;2018-08-28 09:44:15+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 113123;Declaration SUBMITTED by EMPLOYEE;2018-08-28 09:44:15+00:00;13034;2332;3
declaration 113123;2018-08-28 09:44:17+00:00;Declaration REJECTED by ADMINISTRATION;declaration 113123;Declaration REJECTED by ADMINISTRATION;2018-08-28 09:44:17+00:00;13035;2332;3
declaration 113123;2018-08-29 09:11:54+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 113123;Declaration SUBMITTED by EMPLOYEE;2018-08-29 09:11:54+00:00;13036;2332;3
declaration 113123;2018-09-29 18:44:28+00:00;Declaration REJECTED by ADMINISTRATION;declaration 113123;Declaration REJECTED by ADMINISTRATION;2018-09-29 18:44:28+00:00;13037;2332;3
declaration 113123;2018-10-01 11:27:23+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 113123;Declaration SUBMITTED by EMPLOYEE;2018-10-01 11:27:23+00:00;13038;2332;3
declaration 113123;2018-10-01 11:30:35+00:00;Declaration REJECTED by ADMINISTRATION;declaration 113123;Declaration REJECTED by ADMINISTRATION;2018-10-01 11:30:35+00:00;13039;2332;3
declaration 113123;2018-10-01 11:54:48+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 113123;Declaration SUBMITTED by EMPLOYEE;2018-10-01 11:54:48+00:00;13040;2332;3
declaration 113123;2018-10-01 14:35:49+00:00;Declaration REJECTED by ADMINISTRATION;declaration 113123;Declaration REJECTED by ADMINISTRATION;2018-10-01 14:35:49+00:00;13041;2332;3
declaration 113123;2018-10-03 07:57:53+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 113123;Declaration SUBMITTED by EMPLOYEE;2018-10-03 07:57:53+00:00;13042;2332;3
declaration 113123;2018-10-19 16:44:48+00:00;Declaration REJECTED by ADMINISTRATION;declaration 113123;Declaration REJECTED by ADMINISTRATION;2018-10-19 16:44:48+00:00;13043;2332;3
declaration 113123;2018-10-29 14:56:18+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 113123;Declaration SUBMITTED by EMPLOYEE;2018-10-29 14:56:18+00:00;13044;2332;3
declaration 113123;2018-10-29 19:31:43+00:00;Declaration REJECTED by ADMINISTRATION;declaration 113123;Declaration REJECTED by ADMINISTRATION;2018-10-29 19:31:43+00:00;13045;2332;3
declaration 113123;2018-10-31 13:50:15+00:00;Declaration REJECTED by EMPLOYEE;declaration 113123;Declaration REJECTED by EMPLOYEE;2018-10-31 13:50:15+00:00;13046;2332;3
