case_id;timestamp;activity;case:concept:name;concept:name;time:timestamp;@@index;@@case_index;cluster
declaration 100245;2018-02-12 14:55:09+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100245;Declaration SUBMITTED by EMPLOYEE;2018-02-12 14:55:09+00:00;245;44;9
declaration 100245;2018-02-12 15:05:40+00:00;Declaration REJECTED by ADMINISTRATION;declaration 100245;Declaration REJECTED by ADMINISTRATION;2018-02-12 15:05:40+00:00;246;44;9
declaration 100245;2018-02-13 08:58:29+00:00;Declaration REJECTED by EMPLOYEE;declaration 100245;Declaration REJECTED by EMPLOYEE;2018-02-13 08:58:29+00:00;247;44;9
declaration 100245;2018-02-13 18:25:23+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100245;Declaration SUBMITTED by EMPLOYEE;2018-02-13 18:25:23+00:00;248;44;9
declaration 100245;2018-02-13 18:25:26+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100245;Declaration APPROVED by ADMINISTRATION;2018-02-13 18:25:26+00:00;249;44;9
declaration 100245;2018-02-22 07:47:26+00:00;Declaration REJECTED by SUPERVISOR;declaration 100245;Declaration REJECTED by SUPERVISOR;2018-02-22 07:47:26+00:00;250;44;9
declaration 100245;2018-02-23 10:39:44+00:00;Declaration REJECTED by EMPLOYEE;declaration 100245;Declaration REJECTED by EMPLOYEE;2018-02-23 10:39:44+00:00;251;44;9
declaration 100245;2018-02-23 11:34:01+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100245;Declaration SUBMITTED by EMPLOYEE;2018-02-23 11:34:01+00:00;252;44;9
declaration 100245;2018-02-23 11:34:10+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100245;Declaration APPROVED by ADMINISTRATION;2018-02-23 11:34:10+00:00;253;44;9
declaration 100245;2018-02-26 13:53:36+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100245;Declaration APPROVED by BUDGET OWNER;2018-02-26 13:53:36+00:00;254;44;9
declaration 100245;2018-03-05 04:15:25+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100245;Declaration FINAL_APPROVED by SUPERVISOR;2018-03-05 04:15:25+00:00;255;44;9
declaration 100245;2018-03-05 14:07:39+00:00;Request Payment;declaration 100245;Request Payment;2018-03-05 14:07:39+00:00;256;44;9
declaration 100245;2018-03-08 16:30:58+00:00;Payment Handled;declaration 100245;Payment Handled;2018-03-08 16:30:58+00:00;257;44;9
declaration 100399;2018-01-11 16:00:03+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100399;Declaration SUBMITTED by EMPLOYEE;2018-01-11 16:00:03+00:00;399;70;9
declaration 100399;2018-01-11 16:00:24+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100399;Declaration APPROVED by ADMINISTRATION;2018-01-11 16:00:24+00:00;400;70;9
declaration 100399;2018-01-15 07:19:03+00:00;Declaration REJECTED by SUPERVISOR;declaration 100399;Declaration REJECTED by SUPERVISOR;2018-01-15 07:19:03+00:00;401;70;9
declaration 100399;2018-01-15 19:26:05+00:00;Declaration REJECTED by EMPLOYEE;declaration 100399;Declaration REJECTED by EMPLOYEE;2018-01-15 19:26:05+00:00;402;70;9
declaration 100399;2018-01-16 10:17:04+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100399;Declaration SUBMITTED by EMPLOYEE;2018-01-16 10:17:04+00:00;403;70;9
declaration 100399;2018-01-16 10:17:09+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100399;Declaration APPROVED by ADMINISTRATION;2018-01-16 10:17:09+00:00;404;70;9
declaration 100399;2018-01-16 10:37:44+00:00;Declaration REJECTED by SUPERVISOR;declaration 100399;Declaration REJECTED by SUPERVISOR;2018-01-16 10:37:44+00:00;405;70;9
declaration 100399;2018-01-16 18:24:25+00:00;Declaration REJECTED by EMPLOYEE;declaration 100399;Declaration REJECTED by EMPLOYEE;2018-01-16 18:24:25+00:00;406;70;9
declaration 100399;2018-01-17 08:06:24+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100399;Declaration SUBMITTED by EMPLOYEE;2018-01-17 08:06:24+00:00;407;70;9
declaration 100399;2018-01-17 08:10:13+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100399;Declaration APPROVED by ADMINISTRATION;2018-01-17 08:10:13+00:00;408;70;9
declaration 100399;2018-01-17 10:45:28+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100399;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-17 10:45:28+00:00;409;70;9
declaration 100399;2018-01-18 07:30:22+00:00;Request Payment;declaration 100399;Request Payment;2018-01-18 07:30:22+00:00;410;70;9
declaration 100399;2018-01-22 16:31:16+00:00;Payment Handled;declaration 100399;Payment Handled;2018-01-22 16:31:16+00:00;411;70;9
declaration 100971;2018-02-21 15:31:49+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100971;Declaration SUBMITTED by EMPLOYEE;2018-02-21 15:31:49+00:00;965;173;9
declaration 100971;2018-02-21 15:32:37+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100971;Declaration APPROVED by ADMINISTRATION;2018-02-21 15:32:37+00:00;966;173;9
declaration 100971;2018-02-22 07:19:01+00:00;Declaration REJECTED by SUPERVISOR;declaration 100971;Declaration REJECTED by SUPERVISOR;2018-02-22 07:19:01+00:00;967;173;9
declaration 100971;2018-02-22 16:27:29+00:00;Declaration REJECTED by EMPLOYEE;declaration 100971;Declaration REJECTED by EMPLOYEE;2018-02-22 16:27:29+00:00;968;173;9
declaration 100971;2018-02-22 16:30:40+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100971;Declaration SUBMITTED by EMPLOYEE;2018-02-22 16:30:40+00:00;969;173;9
declaration 100971;2018-02-22 16:30:45+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100971;Declaration APPROVED by ADMINISTRATION;2018-02-22 16:30:45+00:00;970;173;9
declaration 100971;2018-02-26 08:00:16+00:00;Declaration REJECTED by BUDGET OWNER;declaration 100971;Declaration REJECTED by BUDGET OWNER;2018-02-26 08:00:16+00:00;971;173;9
declaration 100971;2018-02-27 11:00:49+00:00;Declaration REJECTED by EMPLOYEE;declaration 100971;Declaration REJECTED by EMPLOYEE;2018-02-27 11:00:49+00:00;972;173;9
declaration 100971;2018-02-27 11:02:45+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100971;Declaration SUBMITTED by EMPLOYEE;2018-02-27 11:02:45+00:00;973;173;9
declaration 100971;2018-02-27 11:03:01+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100971;Declaration APPROVED by ADMINISTRATION;2018-02-27 11:03:01+00:00;974;173;9
declaration 100971;2018-02-27 11:40:43+00:00;Declaration REJECTED by BUDGET OWNER;declaration 100971;Declaration REJECTED by BUDGET OWNER;2018-02-27 11:40:43+00:00;975;173;9
declaration 100971;2018-02-27 12:56:01+00:00;Declaration REJECTED by EMPLOYEE;declaration 100971;Declaration REJECTED by EMPLOYEE;2018-02-27 12:56:01+00:00;976;173;9
declaration 100971;2018-02-27 14:56:32+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100971;Declaration SUBMITTED by EMPLOYEE;2018-02-27 14:56:32+00:00;977;173;9
declaration 100971;2018-02-27 14:56:47+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100971;Declaration APPROVED by ADMINISTRATION;2018-02-27 14:56:47+00:00;978;173;9
declaration 100971;2018-02-28 08:40:32+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100971;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-28 08:40:32+00:00;979;173;9
declaration 100971;2018-03-06 09:11:18+00:00;Request Payment;declaration 100971;Request Payment;2018-03-06 09:11:18+00:00;980;173;9
declaration 100971;2018-03-08 16:30:58+00:00;Payment Handled;declaration 100971;Payment Handled;2018-03-08 16:30:58+00:00;981;173;9
declaration 102464;2018-02-10 03:32:34+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102464;Declaration SUBMITTED by EMPLOYEE;2018-02-10 03:32:34+00:00;2443;441;9
declaration 102464;2018-04-02 10:52:03+00:00;Declaration REJECTED by ADMINISTRATION;declaration 102464;Declaration REJECTED by ADMINISTRATION;2018-04-02 10:52:03+00:00;2444;441;9
declaration 102464;2018-04-03 08:10:23+00:00;Declaration REJECTED by EMPLOYEE;declaration 102464;Declaration REJECTED by EMPLOYEE;2018-04-03 08:10:23+00:00;2445;441;9
declaration 102464;2018-04-03 08:36:47+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102464;Declaration SUBMITTED by EMPLOYEE;2018-04-03 08:36:47+00:00;2446;441;9
declaration 102464;2018-04-03 08:37:04+00:00;Declaration APPROVED by ADMINISTRATION;declaration 102464;Declaration APPROVED by ADMINISTRATION;2018-04-03 08:37:04+00:00;2447;441;9
declaration 102464;2018-04-03 08:42:07+00:00;Declaration REJECTED by SUPERVISOR;declaration 102464;Declaration REJECTED by SUPERVISOR;2018-04-03 08:42:07+00:00;2448;441;9
