case_id;timestamp;activity;case:concept:name;concept:name;time:timestamp;@@index;@@case_index;cluster
declaration 100122;2018-04-22 08:46:06+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100122;Declaration SUBMITTED by EMPLOYEE;2018-04-22 08:46:06+00:00;122;23;6
declaration 100122;2018-04-22 08:50:50+00:00;Declaration REJECTED by ADMINISTRATION;declaration 100122;Declaration REJECTED by ADMINISTRATION;2018-04-22 08:50:50+00:00;123;23;6
declaration 100122;2018-04-23 08:08:51+00:00;Declaration REJECTED by EMPLOYEE;declaration 100122;Declaration REJECTED by EMPLOYEE;2018-04-23 08:08:51+00:00;124;23;6
declaration 100122;2018-04-23 08:11:17+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100122;Declaration SUBMITTED by EMPLOYEE;2018-04-23 08:11:17+00:00;125;23;6
declaration 100122;2018-04-23 08:11:29+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100122;Declaration APPROVED by ADMINISTRATION;2018-04-23 08:11:29+00:00;126;23;6
declaration 100122;2018-04-23 09:29:46+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100122;Declaration APPROVED by BUDGET OWNER;2018-04-23 09:29:46+00:00;127;23;6
declaration 100122;2018-04-24 08:26:06+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100122;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-24 08:26:06+00:00;128;23;6
declaration 100122;2018-04-24 08:26:07+00:00;Request Payment;declaration 100122;Request Payment;2018-04-24 08:26:07+00:00;129;23;6
declaration 100122;2018-04-26 15:30:51+00:00;Payment Handled;declaration 100122;Payment Handled;2018-04-26 15:30:51+00:00;130;23;6
declaration 100365;2018-01-25 12:38:32+00:00;Declaration REJECTED by ADMINISTRATION;declaration 100365;Declaration REJECTED by ADMINISTRATION;2018-01-25 12:38:32+00:00;366;65;6
declaration 100365;2018-01-30 14:52:08+00:00;Declaration REJECTED by EMPLOYEE;declaration 100365;Declaration REJECTED by EMPLOYEE;2018-01-30 14:52:08+00:00;367;65;6
declaration 100365;2018-01-30 17:53:59+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100365;Declaration SUBMITTED by EMPLOYEE;2018-01-30 17:53:59+00:00;368;65;6
declaration 100365;2018-01-30 17:54:10+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100365;Declaration APPROVED by ADMINISTRATION;2018-01-30 17:54:10+00:00;369;65;6
declaration 100365;2018-01-31 12:31:30+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100365;Declaration APPROVED by BUDGET OWNER;2018-01-31 12:31:30+00:00;370;65;6
declaration 100365;2018-02-07 04:15:15+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100365;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-07 04:15:15+00:00;371;65;6
declaration 100365;2018-02-12 14:14:41+00:00;Request Payment;declaration 100365;Request Payment;2018-02-12 14:14:41+00:00;372;65;6
declaration 100365;2018-02-15 16:31:17+00:00;Payment Handled;declaration 100365;Payment Handled;2018-02-15 16:31:17+00:00;373;65;6
declaration 101070;2018-02-23 15:13:52+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101070;Declaration SUBMITTED by EMPLOYEE;2018-02-23 15:13:52+00:00;1064;189;6
declaration 101070;2018-02-23 15:23:41+00:00;Declaration REJECTED by ADMINISTRATION;declaration 101070;Declaration REJECTED by ADMINISTRATION;2018-02-23 15:23:41+00:00;1065;189;6
declaration 101070;2018-02-28 13:05:11+00:00;Declaration REJECTED by EMPLOYEE;declaration 101070;Declaration REJECTED by EMPLOYEE;2018-02-28 13:05:11+00:00;1066;189;6
declaration 101070;2018-03-01 11:21:17+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101070;Declaration SUBMITTED by EMPLOYEE;2018-03-01 11:21:17+00:00;1067;189;6
declaration 101070;2018-03-01 12:04:02+00:00;Declaration APPROVED by ADMINISTRATION;declaration 101070;Declaration APPROVED by ADMINISTRATION;2018-03-01 12:04:02+00:00;1068;189;6
declaration 101070;2018-03-01 14:37:43+00:00;Declaration APPROVED by BUDGET OWNER;declaration 101070;Declaration APPROVED by BUDGET OWNER;2018-03-01 14:37:43+00:00;1069;189;6
declaration 101070;2018-03-08 04:15:12+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 101070;Declaration FINAL_APPROVED by SUPERVISOR;2018-03-08 04:15:12+00:00;1070;189;6
declaration 101070;2018-03-08 06:47:44+00:00;Request Payment;declaration 101070;Request Payment;2018-03-08 06:47:44+00:00;1071;189;6
declaration 101070;2018-03-12 16:31:14+00:00;Payment Handled;declaration 101070;Payment Handled;2018-03-12 16:31:14+00:00;1072;189;6
