1,a
1,b
1,c
1,d
2,a
2,b
2,c
2,d
3,a
3,b
3,c
3,d
4,a
4,b
4,c
4,d
5,a
5,b
5,c
5,d
6,a
6,b
6,c
6,d
7,a
7,b
7,c
7,d
8,a
8,b
8,c
8,d
9,a
9,b
9,c
9,d
10,a
10,b
10,c
10,d
11,d
11,a
11,b
12,d
12,a
12,b
13,d
13,a
13,b
14,d
14,a
14,b
15,d
15,a
15,b
16,d
16,a
16,b
17,d
17,a
17,b
18,d
18,a
18,b
19,d
19,a
19,b
20,d
20,a
20,b
21,a
21,d
21,c
22,a
22,d
22,c
23,a
23,d
23,c
24,a
24,d
24,c
25,a
25,d
25,c
26,a
26,d
26,c
27,a
27,d
27,c
28,a
28,d
28,c
29,a
29,d
29,c
30,a
30,d
30,c
31,b
31,c
31,d
32,b
32,c
32,d
33,b
33,c
33,d
34,b
34,c
34,d
35,b
35,c
35,d
