1,a
1,b
1,c
2,a
2,b
2,c
3,a
3,b
3,c
4,a
4,b
4,c
5,a
5,b
5,c
6,a
6,b
6,c
7,a
7,b
7,c
8,a
8,b
8,c
9,a
9,b
9,c
10,a
10,b
10,c
11,a
11,b
11,c
12,a
12,b
12,c
13,a
13,b
13,c
14,a
14,b
14,c
15,a
15,b
15,c
16,a
16,b
16,c
17,a
17,b
17,c
18,a
18,b
18,c
19,a
19,b
19,c
20,a
20,b
20,c
21,a
21,c
22,a
22,c
23,a
23,c
24,a
24,c
25,a
25,c
26,a
26,c
27,a
27,c
28,a
28,c
29,a
29,c
30,a
30,c
31,a
31,c
32,a
32,c
33,a
33,c
34,a
34,c
35,a
35,c
36,a
36,c
37,a
37,c
38,a
38,c
39,a
39,c
40,a
40,c
41,a
41,c
42,a
42,c
43,a
43,c
44,a
44,c
45,a
45,c
46,a
46,c
47,a
47,c
48,a
48,c
49,a
49,c
50,a
50,c
