1,a
1,b
2,a
2,b
3,a
3,b
4,a
4,b
5,a
5,b
6,a
6,b
7,a
7,b
8,a
8,b
9,a
9,b
10,a
10,b
11,a
11,b
12,a
12,b
13,a
13,b
14,a
14,b
15,a
15,b
16,a
16,b
17,a
17,b
18,a
18,b
19,a
19,b
20,a
20,b
21,a
21,b
22,a
22,b
23,a
23,b
24,a
24,b
25,a
25,b
26,a
26,c
27,a
27,c
28,a
28,c
29,a
29,c
30,a
30,c
31,a
31,c
32,a
32,c
33,a
33,c
34,a
34,c
35,a
35,c
36,a
36,c
37,a
37,c
38,a
38,c
39,a
39,c
40,a
40,c
41,a
41,c
42,a
42,c
43,a
43,c
44,a
44,c
45,a
45,c
46,a
46,c
47,a
47,c
48,a
48,c
49,a
49,c
50,a
50,c
51,d
51,b
52,d
52,b
53,d
53,b
54,d
54,b
55,d
55,b
56,d
56,b
57,d
57,b
58,d
58,b
59,d
59,b
60,d
60,b
61,d
61,b
62,d
62,b
63,d
63,b
64,d
64,b
65,d
65,b
66,d
66,b
67,d
67,b
68,d
68,b
69,d
69,b
70,d
70,b
71,d
71,b
72,d
72,b
73,d
73,b
74,d
74,b
75,d
75,b
76,d
76,c
77,d
77,c
78,d
78,c
79,d
79,c
80,d
80,c
81,d
81,c
82,d
82,c
83,d
83,c
84,d
84,c
85,d
85,c
86,d
86,c
87,d
87,c
88,d
88,c
89,d
89,c
90,d
90,c
91,d
91,c
92,d
92,c
93,d
93,c
94,d
94,c
95,d
95,c
96,d
96,c
97,d
97,c
98,d
98,c
99,d
99,c
100,d
100,c
101,a
101,b
101,a
101,c
