1,a
1,b
1,c
1,g
1,e
1,h
2,a
2,b
2,c
2,g
2,e
2,h
3,a
3,b
3,c
3,g
3,e
3,h
4,a
4,b
4,c
4,g
4,e
4,h
5,a
5,b
5,c
5,g
5,e
5,h
6,a
6,b
6,c
6,g
6,e
6,h
7,a
7,b
7,c
7,g
7,e
7,h
8,a
8,b
8,c
8,g
8,e
8,h
9,a
9,b
9,c
9,g
9,e
9,h
10,a
10,b
10,c
10,g
10,e
10,h
11,a
11,b
11,c
11,f
11,g
11,h
12,a
12,b
12,c
12,f
12,g
12,h
13,a
13,b
13,c
13,f
13,g
13,h
14,a
14,b
14,c
14,f
14,g
14,h
15,a
15,b
15,c
15,f
15,g
15,h
16,a
16,b
16,c
16,f
16,g
16,h
17,a
17,b
17,c
17,f
17,g
17,h
18,a
18,b
18,c
18,f
18,g
18,h
19,a
19,b
19,c
19,f
19,g
19,h
20,a
20,b
20,c
20,f
20,g
20,h
21,a
21,b
21,d
21,g
21,e
21,h
22,a
22,b
22,d
22,g
22,e
22,h
23,a
23,b
23,d
23,g
23,e
23,h
24,a
24,b
24,d
24,g
24,e
24,h
25,a
25,b
25,d
25,g
25,e
25,h
26,a
26,b
26,d
26,g
26,e
26,h
27,a
27,b
27,d
27,g
27,e
27,h
28,a
28,b
28,d
28,g
28,e
28,h
29,a
29,b
29,d
29,g
29,e
29,h
30,a
30,b
30,d
30,g
30,e
30,h
31,a
31,b
31,d
31,e
31,g
32,a
32,b
32,d
32,e
32,g
33,a
33,b
33,d
33,e
33,g
34,a
34,b
34,d
34,e
34,g
35,a
35,b
35,d
35,e
35,g
36,a
36,b
36,d
36,e
36,g
37,a
37,b
37,d
37,e
37,g
38,a
38,b
38,d
38,e
38,g
39,a
39,b
39,d
39,e
39,g
40,a
40,b
40,d
40,e
40,g
41,a
41,c
41,b
41,e
41,g
41,h
42,a
42,c
42,b
42,e
42,g
42,h
43,a
43,c
43,b
43,e
43,g
43,h
44,a
44,c
44,b
44,e
44,g
44,h
45,a
45,c
45,b
45,e
45,g
45,h
46,a
46,c
46,b
46,e
46,g
46,h
47,a
47,c
47,b
47,e
47,g
47,h
48,a
48,c
48,b
48,e
48,g
48,h
49,a
49,c
49,b
49,e
49,g
49,h
50,a
50,c
50,b
50,e
50,g
50,h
51,a
51,c
51,b
51,f
51,g
51,h
52,a
52,c
52,b
52,f
52,g
52,h
53,a
53,c
53,b
53,f
53,g
53,h
54,a
54,c
54,b
54,f
54,g
54,h
55,a
55,c
55,b
55,f
55,g
55,h
56,a
56,c
56,b
56,f
56,g
56,h
57,a
57,c
57,b
57,f
57,g
57,h
58,a
58,c
58,b
58,f
58,g
58,h
59,a
59,c
59,b
59,f
59,g
59,h
60,a
60,c
60,b
60,f
60,g
60,h
61,a
61,d
61,b
61,e
61,g
61,h
62,a
62,d
62,b
62,e
62,g
62,h
63,a
63,d
63,b
63,e
63,g
63,h
64,a
64,d
64,b
64,e
64,g
64,h
65,a
65,d
65,b
65,e
65,g
65,h
66,a
66,d
66,b
66,e
66,g
66,h
67,a
67,d
67,b
67,e
67,g
67,h
68,a
68,d
68,b
68,e
68,g
68,h
69,a
69,d
69,b
69,e
69,g
69,h
70,a
70,d
70,b
70,e
70,g
70,h
71,a
71,d
71,b
71,f
71,g
71,h
72,a
72,d
72,b
72,f
72,g
72,h
73,a
73,d
73,b
73,f
73,g
73,h
74,a
74,d
74,b
74,f
74,g
74,h
75,a
75,d
75,b
75,f
75,g
75,h
76,a
76,d
76,b
76,f
76,g
76,h
77,a
77,d
77,b
77,f
77,g
77,h
78,a
78,d
78,b
78,f
78,g
78,h
79,a
79,d
79,b
79,f
79,g
79,h
80,a
80,d
80,b
80,f
80,g
80,h
