1,a
1,b
1,c
1,d
1,e
2,a
2,b
2,c
2,d
2,e
3,a
3,b
3,c
3,d
3,e
4,a
4,b
4,c
4,d
4,e
5,a
5,b
5,c
5,d
5,e
6,a
6,b
6,c
6,d
6,e
7,a
7,b
7,c
7,d
7,e
8,a
8,b
8,c
8,d
8,e
9,a
9,b
9,c
9,d
9,e
10,a
10,b
10,c
10,d
10,e
11,a
11,d
11,b
11,e
12,a
12,d
12,b
12,e
13,a
13,d
13,b
13,e
14,a
14,d
14,b
14,e
15,a
15,d
15,b
15,e
16,a
16,d
16,b
16,e
17,a
17,d
17,b
17,e
18,a
18,d
18,b
18,e
19,a
19,d
19,b
19,e
20,a
20,d
20,b
20,e
21,a
21,e
21,b
22,a
22,e
22,b
23,a
23,e
23,b
24,a
24,e
24,b
25,a
25,e
25,b
26,a
26,e
26,b
27,a
27,e
27,b
28,a
28,e
28,b
29,a
29,e
29,b
30,a
30,e
30,b
31,a
31,c
31,b
32,a
32,c
32,b
33,a
33,c
33,b
34,a
34,c
34,b
35,a
35,c
35,b
36,a
36,c
36,b
37,a
37,c
37,b
38,a
38,c
38,b
39,a
39,c
39,b
40,a
40,c
40,b
41,a
41,b
41,d
41,e
41,c
42,a
42,b
42,d
42,e
42,c
43,a
43,b
43,d
43,e
43,c
44,a
44,b
44,d
44,e
44,c
45,a
45,b
45,d
45,e
45,c
46,a
46,b
46,d
46,e
46,c
47,a
47,b
47,d
47,e
47,c
48,a
48,b
48,d
48,e
48,c
49,a
49,b
49,d
49,e
49,c
50,a
50,b
50,d
50,e
50,c
51,c
51,a
51,d
