id;org:resource;concept:name;time:timestamp;org:role;case:id;case:concept:name;case:BudgetNumber;case:DeclarationNumber;case:Amount;start_timestamp;year;start_year;trace;cluster
st_step 88073_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-31 22:26:54+00:00;EMPLOYEE;declaration 88072;declaration 88072;budget 86566;UNKNOWN;0.0;2017-01-31 22:26:54+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;0
st_step 88074_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2017-01-31 22:30:15+00:00;SUPERVISOR;declaration 88072;declaration 88072;budget 86566;UNKNOWN;0.0;2017-01-31 22:30:15+00:00;2017;2017;Declaration REJECTED by SUPERVISOR;0
st_step 88075_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2017-02-01 10:43:25+00:00;EMPLOYEE;declaration 88072;declaration 88072;budget 86566;UNKNOWN;0.0;2017-02-01 10:43:25+00:00;2017;2017;Declaration REJECTED by EMPLOYEE;0
st_step 88727_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-02-05 22:55:36+00:00;EMPLOYEE;declaration 88726;declaration 88726;budget 86566;UNKNOWN;0.0;2017-02-05 22:55:36+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;0
st_step 88728_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2017-02-05 22:56:01+00:00;SUPERVISOR;declaration 88726;declaration 88726;budget 86566;UNKNOWN;0.0;2017-02-05 22:56:01+00:00;2017;2017;Declaration REJECTED by SUPERVISOR;0
st_step 88729_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2017-02-06 12:28:55+00:00;EMPLOYEE;declaration 88726;declaration 88726;budget 86566;UNKNOWN;0.0;2017-02-06 12:28:55+00:00;2017;2017;Declaration REJECTED by EMPLOYEE;0
st_step 89834_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-04-05 13:30:36+00:00;EMPLOYEE;declaration 89830;declaration 89830;budget 86566;UNKNOWN;0.0;2017-04-05 13:30:36+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;0
st_step 89833_0;STAFF MEMBER;Declaration APPROVED by PRE_APPROVER;2017-04-12 10:28:36+00:00;PRE_APPROVER;declaration 89830;declaration 89830;budget 86566;UNKNOWN;0.0;2017-04-12 10:28:36+00:00;2017;2017;Declaration APPROVED by PRE_APPROVER;0
st_step 89832_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2017-04-19 05:15:01+00:00;SUPERVISOR;declaration 89830;declaration 89830;budget 86566;UNKNOWN;0.0;2017-04-19 05:15:01+00:00;2017;2017;Declaration REJECTED by SUPERVISOR;0
st_step 89831_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2017-04-24 11:18:33+00:00;EMPLOYEE;declaration 89830;declaration 89830;budget 86566;UNKNOWN;0.0;2017-04-24 11:18:33+00:00;2017;2017;Declaration REJECTED by EMPLOYEE;0
st_step 89974_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-04-12 09:16:48+00:00;EMPLOYEE;declaration 89973;declaration 89973;budget 86566;UNKNOWN;0.0;2017-04-12 09:16:48+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;0
st_step 89975_0;STAFF MEMBER;Declaration APPROVED by PRE_APPROVER;2017-04-12 10:41:24+00:00;PRE_APPROVER;declaration 89973;declaration 89973;budget 86566;UNKNOWN;0.0;2017-04-12 10:41:24+00:00;2017;2017;Declaration APPROVED by PRE_APPROVER;0
st_step 89977_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2017-04-19 05:15:01+00:00;SUPERVISOR;declaration 89973;declaration 89973;budget 86566;UNKNOWN;0.0;2017-04-19 05:15:01+00:00;2017;2017;Declaration REJECTED by SUPERVISOR;0
st_step 89976_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2017-04-24 11:18:13+00:00;EMPLOYEE;declaration 89973;declaration 89973;budget 86566;UNKNOWN;0.0;2017-04-24 11:18:13+00:00;2017;2017;Declaration REJECTED by EMPLOYEE;0
st_step 90296_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-05-09 08:21:10+00:00;EMPLOYEE;declaration 90290;declaration 90290;budget 86566;UNKNOWN;0.0;2017-05-09 08:21:10+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;0
st_step 90295_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2017-05-09 08:21:21+00:00;SUPERVISOR;declaration 90290;declaration 90290;budget 86566;UNKNOWN;0.0;2017-05-09 08:21:21+00:00;2017;2017;Declaration REJECTED by SUPERVISOR;0
